ZIPCODE,SIDO,GUGUN,DONG,BUNJI,SEQ
355-769,충남,보령시,주포면 아주자동차대학,,45107
355-831,충남,보령시,주포면 관산리,,45108
355-832,충남,보령시,주포면 마강리,,45109
355-831,충남,보령시,주포면 보령리,,45110
355-832,충남,보령시,주포면 봉당리,,45111
355-832,충남,보령시,주포면 연지리,,45112
355-830,충남,보령시,주포면,,45113
355-811,충남,보령시,천북면 궁포리,,45114
355-849,충남,보령시,천북면 낙동리 빙도,,45115
355-811,충남,보령시,천북면 낙동리,,45116
355-812,충남,보령시,천북면 사호리,,45117
355-813,충남,보령시,천북면 신덕리,,45118
355-813,충남,보령시,천북면 신죽리,,45119
355-812,충남,보령시,천북면 장은리,,45120
355-814,충남,보령시,천북면 하만리,,45121
355-814,충남,보령시,천북면 학성리,,45122
355-810,충남,보령시,천북면,,45123
355-892,충남,보령시,청라면 나원리,,45124
355-891,충남,보령시,청라면 내현리,,45125
355-892,충남,보령시,청라면 소양리,,45126
355-891,충남,보령시,청라면 신산리,,45127
355-893,충남,보령시,청라면 옥계리,,45128
355-891,충남,보령시,청라면 음현리,,45129
355-894,충남,보령시,청라면 의평리,,45130
355-893,충남,보령시,청라면 장산리,,45131
355-891,충남,보령시,청라면 장현리,,45132
355-894,충남,보령시,청라면 향천리,,45133
355-893,충남,보령시,청라면 황룡리,,45134
355-890,충남,보령시,청라면,,45135
355-821,충남,보령시,청소면 성연리,,45136
355-822,충남,보령시,청소면 신송리,,45137
355-821,충남,보령시,청소면 야현리,,45138
355-823,충남,보령시,청소면 장곡리,,45139
355-822,충남,보령시,청소면 재정리,,45140
355-821,충남,보령시,청소면 정전리,,45141
355-822,충남,보령시,청소면 죽림리,,45142
355-823,충남,보령시,청소면 진죽리,,45143
355-820,충남,보령시,청소면,,45144
355-600,충남,보령시,보령우체국사서함,,45145
356-764,충남,서산시,갈산동 세창아파트,,45146
356-080,충남,서산시,갈산동,,45147
356-140,충남,서산시,덕지천동,,45148
356-751,충남,서산시,동문동 삼성아파트,,45149
356-010,충남,서산시,동문동 서산우체국,,45150
356-753,충남,서산시,동문동 주공아파트,,45151
356-768,충남,서산시,동문동 코아루아파트,(101∼115동),45152
356-769,충남,서산시,동문동 한라비발디아파트,(101∼113동),45153
356-752,충남,서산시,동문동 현대아파트,,45154
356-776,충남,서산시,동문동 현진에버빌아파트,(101∼112동),45155
356-702,충남,서산시,동문동 KT서산지사,,45156
356-800,충남,서산시,동문동,1∼249,45157
356-801,충남,서산시,동문동,250∼369,45158
356-802,충남,서산시,동문동,370∼879,45159
356-803,충남,서산시,동문동,880∼967,45160
356-804,충남,서산시,동문동,968∼1500,45161
356-010,충남,서산시,동문동,,45162
356-754,충남,서산시,석남동 영진크로바아파트,,45163
356-765,충남,서산시,석남동 주공센스빌아파트,,45164
356-110,충남,서산시,석남동,,45165
356-755,충남,서산시,석림동 신주공아파트,,45166
356-775,충남,서산시,석림동 한성필하우스아파트,(101∼109동),45167
356-030,충남,서산시,석림동,,45168
356-756,충남,서산시,수석동 동남아파트,,45169
356-050,충남,서산시,수석동,,45170
356-100,충남,서산시,양대동,,45171
356-707,충남,서산시,예천동 대전지방검찰청서산지청,,45172
356-701,충남,서산시,예천동 대전지방법원서산지원,,45173
356-770,충남,서산시,예천동 주공아파트,(101∼110동),45174
356-771,충남,서산시,예천동 주공아파트,(201∼211동),45175
356-070,충남,서산시,예천동,,45176
356-120,충남,서산시,오남동,,45177
356-060,충남,서산시,온석동,,45178
356-757,충남,서산시,읍내동 대림아파트,,45179
356-758,충남,서산시,읍내동 동신아파트,,45180
356-773,충남,서산시,읍내동 롯데낙천대아파트,(101∼114동),45181
356-759,충남,서산시,읍내동 부영아파트,,45182
356-703,충남,서산시,읍내동 서산경찰서,,45183
356-704,충남,서산시,읍내동 서산시청,,45184
356-763,충남,서산시,읍내동 서산읍내현대아파트,,45185
356-805,충남,서산시,읍내동,1∼400,45186
356-806,충남,서산시,읍내동,401∼1000,45187
356-020,충남,서산시,읍내동,,45188
356-040,충남,서산시,잠홍동,,45189
356-130,충남,서산시,장동,,45190
356-760,충남,서산시,죽성동 삼성아파트,,45191
356-090,충남,서산시,죽성동,,45192
356-711,충남,서산시,대산읍 삼성토탈(주),,45193
356-713,충남,서산시,대산읍 현대오일뱅크(주),,45194
356-761,충남,서산시,대산읍 기은리 엘지아파트,,45195
356-871,충남,서산시,대산읍 기은리,,45196
356-767,충남,서산시,대산읍 대로리 롯데아파트,,45197
356-872,충남,서산시,대산읍 대로리,,45198
356-873,충남,서산시,대산읍 대산리,,45199
356-715,충남,서산시,대산읍 대죽리 (주)엘지화학대산공장,,45200
356-712,충남,서산시,대산읍 대죽리 (주)씨텍,,45201
356-874,충남,서산시,대산읍 대죽리,,45202
356-714,충남,서산시,대산읍 독곳리 (주)롯데대산유화,,45203
356-874,충남,서산시,대산읍 독곳리,,45204
356-875,충남,서산시,대산읍 영탑리,,45205
356-871,충남,서산시,대산읍 오지리,,45206
356-876,충남,서산시,대산읍 운산리,,45207
356-877,충남,서산시,대산읍 웅도리,,45208
356-872,충남,서산시,대산읍 화곡리,,45209
356-870,충남,서산시,대산읍,,45210
356-762,충남,서산시,고북면 공군아파트,,45211
356-811,충남,서산시,고북면 가구리,,45212
356-812,충남,서산시,고북면 기포리,,45213
356-812,충남,서산시,고북면 남정리,,45214
356-813,충남,서산시,고북면 봉생리,,45215
356-813,충남,서산시,고북면 사기리,,45216
356-812,충남,서산시,고북면 신상리,,45217
356-815,충남,서산시,고북면 신송리,,45218
356-814,충남,서산시,고북면 신정리,,45219
356-815,충남,서산시,고북면 양천리,,45220
356-811,충남,서산시,고북면 용암리,,45221
356-815,충남,서산시,고북면 장요리,,45222
356-813,충남,서산시,고북면 정자리,,45223
356-811,충남,서산시,고북면 초록리,,45224
356-810,충남,서산시,고북면,,45225
356-891,충남,서산시,부석면 가사리,,45226
356-892,충남,서산시,부석면 간월도리,,45227
356-893,충남,서산시,부석면 갈마리,,45228
356-894,충남,서산시,부석면 강당리,,45229
356-891,충남,서산시,부석면 강수리,,45230
356-895,충남,서산시,부석면 대두리,,45231
356-892,충남,서산시,부석면 마룡리,,45232
356-895,충남,서산시,부석면 봉락리,,45233
356-893,충남,서산시,부석면 송시리,,45234
356-893,충남,서산시,부석면 월계리,,45235
356-894,충남,서산시,부석면 지산리,,45236
356-892,충남,서산시,부석면 창리,,45237
356-895,충남,서산시,부석면 취평리,,45238
356-892,충남,서산시,부석면 칠전리,,45239
356-890,충남,서산시,부석면,,45240
356-705,충남,서산시,성연면 다이모스(주),,45241
356-851,충남,서산시,성연면 갈현리,,45242
356-852,충남,서산시,성연면 고남리,,45243
356-853,충남,서산시,성연면 명천리,,45244
356-853,충남,서산시,성연면 예덕리,,45245
356-851,충남,서산시,성연면 오사리,,45246
356-851,충남,서산시,성연면 왕정리,,45247
356-852,충남,서산시,성연면 일람리,,45248
356-851,충남,서산시,성연면 평리,,45249
356-853,충남,서산시,성연면 해성리,,45250
356-850,충남,서산시,성연면,,45251
356-831,충남,서산시,운산면 가좌리,,45252
356-832,충남,서산시,운산면 갈산리,,45253
356-833,충남,서산시,운산면 거성리,,45254
356-834,충남,서산시,운산면 고산리,,45255
356-835,충남,서산시,운산면 고풍리,,45256
356-831,충남,서산시,운산면 상성리,,45257
356-831,충남,서산시,운산면 소중리,,45258
356-834,충남,서산시,운산면 수당리,,45259
356-834,충남,서산시,운산면 수평리,,45260
356-833,충남,서산시,운산면 신창리,,45261
356-834,충남,서산시,운산면 안호리,,45262
356-834,충남,서산시,운산면 여미리,,45263
356-835,충남,서산시,운산면 와우리,,45264
356-832,충남,서산시,운산면 용장리,,45265
356-833,충남,서산시,운산면 용현리,,45266
356-831,충남,서산시,운산면 원벌리,,45267
356-835,충남,서산시,운산면 원평리,,45268
356-833,충남,서산시,운산면 태봉리,,45269
356-834,충남,서산시,운산면 팔중리,,45270
356-830,충남,서산시,운산면,,45271
356-766,충남,서산시,음암면 한성아파트,,45272
356-841,충남,서산시,음암면 도당1리,,45273
356-841,충남,서산시,음암면 도당2리,,45274
356-841,충남,서산시,음암면 도당3리,,45275
356-842,충남,서산시,음암면 도당4리,,45276
356-842,충남,서산시,음암면 도당5리,,45277
356-842,충남,서산시,음암면 도당6리,,45278
356-842,충남,서산시,음암면 도당7리,,45279
356-841,충남,서산시,음암면 도당리,,45280
356-843,충남,서산시,음암면 문양리,,45281
356-843,충남,서산시,음암면 부산리,,45282
356-774,충남,서산시,음암면 부장리 수림미소가아파트,(101∼115동),45283
356-842,충남,서산시,음암면 부장리,,45284
356-842,충남,서산시,음암면 상홍리,,45285
356-844,충남,서산시,음암면 성암리,,45286
356-844,충남,서산시,음암면 신장리,,45287
356-844,충남,서산시,음암면 유계리,,45288
356-843,충남,서산시,음암면 율목리,,45289
356-841,충남,서산시,음암면 탑곡리,,45290
356-840,충남,서산시,음암면,,45291
356-881,충남,서산시,인지면 남정리,,45292
356-881,충남,서산시,인지면 둔당리,,45293
356-882,충남,서산시,인지면 모월리,,45294
356-882,충남,서산시,인지면 산동리,,45295
356-883,충남,서산시,인지면 성리,,45296
356-882,충남,서산시,인지면 애정리,,45297
356-881,충남,서산시,인지면 야당리,,45298
356-883,충남,서산시,인지면 차리,,45299
356-883,충남,서산시,인지면 풍전리,,45300
356-883,충남,서산시,인지면 화수리,,45301
356-880,충남,서산시,인지면,,45302
356-861,충남,서산시,지곡면 대요리,,45303
356-878,충남,서산시,지곡면 도성리 분점도,,45304
356-878,충남,서산시,지곡면 도성리 우도,,45305
356-862,충남,서산시,지곡면 도성리,,45306
356-772,충남,서산시,지곡면 무장리 늘푸른오스카빌아파트,(101∼118동),45307
356-863,충남,서산시,지곡면 무장리,,45308
356-862,충남,서산시,지곡면 산성리,,45309
356-863,충남,서산시,지곡면 연화리,,45310
356-863,충남,서산시,지곡면 장현리,,45311
356-862,충남,서산시,지곡면 중왕리,,45312
356-863,충남,서산시,지곡면 화천리,,45313
356-861,충남,서산시,지곡면 환성리,,45314
356-860,충남,서산시,지곡면,,45315
356-981,충남,서산시,팔봉면 고파도리,,45316
356-982,충남,서산시,팔봉면 금학리,,45317
356-982,충남,서산시,팔봉면 대황리,,45318
356-983,충남,서산시,팔봉면 덕송리,,45319
356-983,충남,서산시,팔봉면 양길리,,45320
356-984,충남,서산시,팔봉면 어송리,,45321
356-984,충남,서산시,팔봉면 진장리,,45322
356-983,충남,서산시,팔봉면 호리,,45323
356-982,충남,서산시,팔봉면 흑석리,,45324
356-980,충남,서산시,팔봉면,,45325
356-706,충남,서산시,해미면 한서대학교,,45326
356-821,충남,서산시,해미면 관유리,,45327
356-822,충남,서산시,해미면 귀밀리,,45328
356-823,충남,서산시,해미면 기지리,,45329
356-824,충남,서산시,해미면 대곡리,,45330
356-821,충남,서산시,해미면 동암리,,45331
356-822,충남,서산시,해미면 반양리,,45332
356-824,충남,서산시,해미면 산수리,,45333
356-821,충남,서산시,해미면 삼송리,,45334
356-828,충남,서산시,해미면 석포리 사서함,384,45335
356-825,충남,서산시,해미면 석포리,,45336
356-823,충남,서산시,해미면 양림리,,45337
356-822,충남,서산시,해미면 억대리,,45338
356-821,충남,서산시,해미면 오학리,,45339
356-822,충남,서산시,해미면 웅소성리,,45340
356-826,충남,서산시,해미면 읍내리,,45341
356-823,충남,서산시,해미면 응평리,,45342
356-823,충남,서산시,해미면 저성리,,45343
356-822,충남,서산시,해미면 전천리,,45344
356-823,충남,서산시,해미면 조산리,,45345
356-821,충남,서산시,해미면 홍천리,,45346
356-824,충남,서산시,해미면 황락리,,45347
356-824,충남,서산시,해미면 휴암리,,45348
356-820,충남,서산시,해미면,,45349
356-601,충남,서산시,대산우체국사서함,,45350
356-600,충남,서산시,서산우체국사서함,,45351
336-712,충남,아산시,권곡동 아산삼부르네상스아파트,,45352
336-786,충남,아산시,권곡동 청솔아파트,,45353
336-702,충남,아산시,권곡동 KT아산지점,,45354
336-030,충남,아산시,권곡동,,45355
336-080,충남,아산시,기산동,,45356
336-170,충남,아산시,남동,,45357
336-770,충남,아산시,득산동 부영아파트,,45358
336-120,충남,아산시,득산동,,45359
336-752,충남,아산시,모종동 라이프아파트,,45360
336-793,충남,아산시,모종동 모종e-편한세상아파트,(101∼110동),45361
336-710,충남,아산시,모종동 주공아파트,(101∼108동),45362
336-751,충남,아산시,모종동 한라동백아파트,,45363
336-792,충남,아산시,모종동 한성아파트,,45364
336-040,충남,아산시,모종동,,45365
336-754,충남,아산시,방축동 남산현대아파트,,45366
336-755,충남,아산시,방축동 동아나래1차아파트,(101∼103동),45367
336-756,충남,아산시,방축동 동아나래2차아파트,(201∼202동),45368
336-753,충남,아산시,방축동 주공아파트,,45369
336-070,충남,아산시,방축동,,45370
336-787,충남,아산시,배미동 삼정백조아파트,,45371
336-771,충남,아산시,배미동 서진아파트,,45372
336-130,충남,아산시,배미동,,45373
336-150,충남,아산시,법곡동,,45374
336-180,충남,아산시,신동,,45375
336-140,충남,아산시,신인동,,45376
336-737,충남,아산시,실옥동 대우푸르지오아파트,,45377
336-758,충남,아산시,실옥동 벽산아파트,,45378
336-757,충남,아산시,실옥동 중부팬더아파트,,45379
336-020,충남,아산시,실옥동,,45380
336-772,충남,아산시,온천1동 경남아너스빌아파트,,45381
336-706,충남,아산시,온천1동 국민건강보험공단아산지사,,45382
336-704,충남,아산시,온천1동 아산경찰서,,45383
336-705,충남,아산시,온천1동 아산시법원,,45384
336-701,충남,아산시,온천1동 아산시청,,45385
336-010,충남,아산시,온천1동 아산우체국,,45386
336-759,충남,아산시,온천1동 일성청룡아파트,,45387
336-011,충남,아산시,온천1동,,45388
336-760,충남,아산시,온천2동 삼정아파트,,45389
336-761,충남,아산시,온천2동 시영아파트,,45390
336-762,충남,아산시,온천2동 온정아파트,,45391
336-709,충남,아산시,온천2동 현대홈타운아파트,(101∼107동),45392
336-012,충남,아산시,온천2동,,45393
336-010,충남,아산시,온천동,,45394
336-790,충남,아산시,용화동 모아미래도아파트,,45395
336-765,충남,아산시,용화동 온천마을아파트,,45396
336-773,충남,아산시,용화동 주공1차아파트,(1∼8동),45397
336-763,충남,아산시,용화동 주공2차아파트,(101∼111동),45398
336-764,충남,아산시,용화동 주공3차아파트,(301∼313동),45399
336-050,충남,아산시,용화동,,45400
336-766,충남,아산시,읍내동 주공아파트,,45401
336-190,충남,아산시,읍내동,,45402
336-788,충남,아산시,장존동 청솔아파트,,45403
336-160,충남,아산시,장존동,,45404
336-110,충남,아산시,점양동,,45405
336-767,충남,아산시,좌부동 초원아파트,,45406
336-210,충남,아산시,좌부동,,45407
336-090,충남,아산시,초사동,,45408
336-750,충남,아산시,풍기동 동일하이빌아파트,(101∼118동),45409
336-769,충남,아산시,풍기동 인정프린스아파트,,45410
336-768,충남,아산시,풍기동 주은아파트,,45411
336-060,충남,아산시,풍기동,,45412
336-785,충남,아산시,염치읍 신일아파트,,45413
336-784,충남,아산시,염치읍 한남프레시앙아파트,,45414
336-811,충남,아산시,염치읍 강청리,,45415
336-812,충남,아산시,염치읍 곡교리,,45416
336-813,충남,아산시,염치읍 대동리,,45417
336-812,충남,아산시,염치읍 동정리,,45418
336-814,충남,아산시,염치읍 방현리,,45419
336-813,충남,아산시,염치읍 백암리,,45420
336-811,충남,아산시,염치읍 산양리,,45421
336-811,충남,아산시,염치읍 서원리,,45422
336-814,충남,아산시,염치읍 석두리,,45423
336-814,충남,아산시,염치읍 석정리,,45424
336-813,충남,아산시,염치읍 송곡리,,45425
336-812,충남,아산시,염치읍 쌍죽리,,45426
336-812,충남,아산시,염치읍 염성리,,45427
336-812,충남,아산시,염치읍 중방리,,45428
336-810,충남,아산시,염치읍,,45429
336-911,충남,아산시,도고면 금산리,,45430
336-912,충남,아산시,도고면 기곡리,,45431
336-913,충남,아산시,도고면 농은리,,45432
336-913,충남,아산시,도고면 덕암리,,45433
336-913,충남,아산시,도고면 도산리,,45434
336-914,충남,아산시,도고면 봉농리,,45435
336-911,충남,아산시,도고면 석당리,,45436
336-911,충남,아산시,도고면 시전리,,45437
336-914,충남,아산시,도고면 신언리,,45438
336-911,충남,아산시,도고면 신유리,,45439
336-912,충남,아산시,도고면 신통리,,45440
336-913,충남,아산시,도고면 오암리,,45441
336-912,충남,아산시,도고면 와산리,,45442
336-912,충남,아산시,도고면 향산리,,45443
336-913,충남,아산시,도고면 화천리,,45444
336-914,충남,아산시,도고면 효자리,,45445
336-910,충남,아산시,도고면,,45446
336-871,충남,아산시,둔포면 관대리,,45447
336-872,충남,아산시,둔포면 둔포리,,45448
336-873,충남,아산시,둔포면 봉재리,,45449
336-873,충남,아산시,둔포면 산전리,,45450
336-871,충남,아산시,둔포면 석곡리,,45451
336-874,충남,아산시,둔포면 송용리,,45452
336-874,충남,아산시,둔포면 시포리,,45453
336-873,충남,아산시,둔포면 신남1리,,45454
336-873,충남,아산시,둔포면 신남2리,,45455
336-874,충남,아산시,둔포면 신남3리,,45456
336-874,충남,아산시,둔포면 신남4리,,45457
336-874,충남,아산시,둔포면 신남5리,,45458
336-873,충남,아산시,둔포면 신남리,,45459
336-874,충남,아산시,둔포면 신법리,,45460
336-873,충남,아산시,둔포면 신양리,,45461
336-875,충남,아산시,둔포면 신왕리,,45462
336-873,충남,아산시,둔포면 신항리,,45463
336-875,충남,아산시,둔포면 염작리,,45464
336-871,충남,아산시,둔포면 운교리,,45465
336-875,충남,아산시,둔포면 운용리,,45466
336-870,충남,아산시,둔포면,,45467
336-729,충남,아산시,배방면 갈매리 배방자이1차아파트,(101∼130동),45468
336-703,충남,아산시,배방면 공수리 신도리코,,45469
336-731,충남,아산시,배방면 북수리 배방롯데캐슬아파트,(101∼113동),45470
336-711,충남,아산시,배방면 삼성반도체온양사업장,,45471
336-776,충남,아산시,배방면 신라아파트,,45472
336-777,충남,아산시,배방면 한도아파트,,45473
336-795,충남,아산시,배방면 호서대학교,,45474
336-851,충남,아산시,배방면 갈매리,,45475
336-852,충남,아산시,배방면 공수1리,,45476
336-852,충남,아산시,배방면 공수2리,,45477
336-852,충남,아산시,배방면 공수3리,,45478
336-852,충남,아산시,배방면 공수4리,,45479
336-853,충남,아산시,배방면 공수5리,,45480
336-853,충남,아산시,배방면 공수6리,,45481
336-722,충남,아산시,배방면 공수7리 아산배방푸르지오아파트,(101∼114동),45482
336-799,충남,아산시,배방면 공수7리 중앙하이츠아파트,,45483
336-721,충남,아산시,배방면 공수7리 한성아파트,(101∼106동),45484
336-853,충남,아산시,배방면 공수7리,,45485
336-853,충남,아산시,배방면 공수8리,,45486
336-797,충남,아산시,배방면 공수9리 초원아파트,,45487
336-853,충남,아산시,배방면 공수9리,,45488
336-858,충남,아산시,배방면 공수10리,,45489
336-858,충남,아산시,배방면 공수11리,,45490
336-858,충남,아산시,배방면 공수12리,,45491
336-723,충남,아산시,배방면 공수13리 아산배방한라비발디아파트,(101∼110동),45492
336-858,충남,아산시,배방면 공수13리,,45493
336-852,충남,아산시,배방면 공수리,,45494
336-852,충남,아산시,배방면 구령리,,45495
336-851,충남,아산시,배방면 북수1리,,45496
336-851,충남,아산시,배방면 북수2리,,45497
336-851,충남,아산시,배방면 북수3리,,45498
336-851,충남,아산시,배방면 북수4리,,45499
336-854,충남,아산시,배방면 북수5리,,45500
336-854,충남,아산시,배방면 북수6리,,45501
336-854,충남,아산시,배방면 북수7리,,45502
336-851,충남,아산시,배방면 북수리,,45503
336-717,충남,아산시,배방면 북수리 배방어울림아파트,(101∼105동),45504
336-855,충남,아산시,배방면 세교리,,45505
336-851,충남,아산시,배방면 세출리,,45506
336-856,충남,아산시,배방면 수철리,,45507
336-856,충남,아산시,배방면 신흥리,,45508
336-857,충남,아산시,배방면 장재리,,45509
336-856,충남,아산시,배방면 중리,,45510
336-851,충남,아산시,배방면 회룡리,,45511
336-855,충남,아산시,배방면 휴대리,,45512
336-850,충남,아산시,배방면,,45513
336-891,충남,아산시,선장면 가산리,,45514
336-892,충남,아산시,선장면 군덕리,,45515
336-891,충남,아산시,선장면 궁평리,,45516
336-892,충남,아산시,선장면 대정리,,45517
336-891,충남,아산시,선장면 대흥리,,45518
336-892,충남,아산시,선장면 돈포리,,45519
336-893,충남,아산시,선장면 선창리,,45520
336-892,충남,아산시,선장면 신덕리,,45521
336-893,충남,아산시,선장면 신동리,,45522
336-891,충남,아산시,선장면 신문리,,45523
336-893,충남,아산시,선장면 신성리,,45524
336-892,충남,아산시,선장면 장곳리,,45525
336-893,충남,아산시,선장면 죽산리,,45526
336-891,충남,아산시,선장면 홍곳리,,45527
336-890,충남,아산시,선장면,,45528
336-921,충남,아산시,송악면 강당리,,45529
336-922,충남,아산시,송악면 강장리,,45530
336-923,충남,아산시,송악면 거산리,,45531
336-923,충남,아산시,송악면 궁평리,,45532
336-922,충남,아산시,송악면 동화리,,45533
336-921,충남,아산시,송악면 마곡리,,45534
336-923,충남,아산시,송악면 송학리,,45535
336-922,충남,아산시,송악면 수곡리,,45536
336-922,충남,아산시,송악면 역촌리,,45537
336-921,충남,아산시,송악면 외암리,,45538
336-923,충남,아산시,송악면 유곡리,,45539
336-923,충남,아산시,송악면 종곡리,,45540
336-922,충남,아산시,송악면 평촌리,,45541
336-920,충남,아산시,송악면,,45542
336-778,충남,아산시,신창면 경희아파트,,45543
336-782,충남,아산시,신창면 대주아파트,,45544
336-774,충남,아산시,신창면 상아아파트,,45545
336-775,충남,아산시,신창면 샘마을아파트,,45546
336-745,충남,아산시,신창면 순천향대학교,,45547
336-783,충남,아산시,신창면 신일아파트,,45548
336-781,충남,아산시,신창면 아산정보기능대학,,45549
336-732,충남,아산시,신창면 행목리 아산친오애아파트,(101∼108동),45550
336-881,충남,아산시,신창면 가내리,,45551
336-882,충남,아산시,신창면 가덕리,,45552
336-881,충남,아산시,신창면 궁화리,,45553
336-882,충남,아산시,신창면 남성1리,,45554
336-714,충남,아산시,신창면 남성2리 아산코아루아파트,(101∼106동),45555
336-882,충남,아산시,신창면 남성2리,,45556
336-883,충남,아산시,신창면 남성3리,,45557
336-716,충남,아산시,신창면 남성4리 아산장미아파트,(1∼8동),45558
336-883,충남,아산시,신창면 남성4리,,45559
336-882,충남,아산시,신창면 남성리,,45560
336-884,충남,아산시,신창면 수장리,,45561
336-881,충남,아산시,신창면 신곡리,,45562
336-882,충남,아산시,신창면 신달리,,45563
336-885,충남,아산시,신창면 오목리,,45564
336-885,충남,아산시,신창면 읍내리,,45565
336-883,충남,아산시,신창면 창암리,,45566
336-884,충남,아산시,신창면 행목리,,45567
336-883,충남,아산시,신창면 황산리,,45568
336-880,충남,아산시,신창면,,45569
336-821,충남,아산시,영인면 구성리,,45570
336-821,충남,아산시,영인면 백석포리,,45571
336-821,충남,아산시,영인면 상성리,,45572
336-822,충남,아산시,영인면 성내리,,45573
336-822,충남,아산시,영인면 신봉리,,45574
336-823,충남,아산시,영인면 신운리,,45575
336-821,충남,아산시,영인면 신현리,,45576
336-824,충남,아산시,영인면 신화리,,45577
336-823,충남,아산시,영인면 아산리,,45578
336-822,충남,아산시,영인면 역리,,45579
336-824,충남,아산시,영인면 와우리,,45580
336-821,충남,아산시,영인면 월선리,,45581
336-822,충남,아산시,영인면 창룡리,,45582
336-820,충남,아산시,영인면,,45583
336-779,충남,아산시,음봉면 삼일원앙아파트,,45584
336-780,충남,아산시,음봉면 초원아파트,,45585
336-719,충남,아산시,음봉면 덕지리 더샵레이크사이드아파트,(101∼124동),45586
336-861,충남,아산시,음봉면 덕지리,,45587
336-861,충남,아산시,음봉면 동암리,,45588
336-862,충남,아산시,음봉면 동천리,,45589
336-863,충남,아산시,음봉면 산동리,,45590
336-862,충남,아산시,음봉면 산정리,,45591
336-864,충남,아산시,음봉면 삼거리,,45592
336-864,충남,아산시,음봉면 소동리,,45593
336-861,충남,아산시,음봉면 송촌리,,45594
336-862,충남,아산시,음봉면 신수리,,45595
336-864,충남,아산시,음봉면 신정리,,45596
336-865,충남,아산시,음봉면 신휴리,,45597
336-865,충남,아산시,음봉면 쌍룡리,,45598
336-865,충남,아산시,음봉면 쌍암리,,45599
336-864,충남,아산시,음봉면 원남리,,45600
336-863,충남,아산시,음봉면 월랑리,,45601
336-865,충남,아산시,음봉면 의식리,,45602
336-860,충남,아산시,음봉면,,45603
336-730,충남,아산시,인주면 해암리 미진무지개아파트,(101∼104동),45604
336-707,충남,아산시,인주면 현대자동차아산공장,,45605
336-831,충남,아산시,인주면 걸매리,,45606
336-832,충남,아산시,인주면 공세리,,45607
336-833,충남,아산시,인주면 관암리,,45608
336-834,충남,아산시,인주면 금성리,,45609
336-831,충남,아산시,인주면 냉정리,,45610
336-834,충남,아산시,인주면 대음리,,45611
336-833,충남,아산시,인주면 도흥리,,45612
336-832,충남,아산시,인주면 모원리,,45613
336-834,충남,아산시,인주면 문방리,,45614
336-831,충남,아산시,인주면 밀두리,,45615
336-832,충남,아산시,인주면 신성리,,45616
336-833,충남,아산시,인주면 해암리,,45617
336-830,충남,아산시,인주면,,45618
336-789,충남,아산시,탕정면 삼성크리스탈기숙사,,45619
336-708,충남,아산시,탕정면 선문대학교,,45620
336-841,충남,아산시,탕정면 갈산리,,45621
336-842,충남,아산시,탕정면 동산리,,45622
336-843,충남,아산시,탕정면 매곡리,,45623
336-841,충남,아산시,탕정면 명암1리,,45624
336-841,충남,아산시,탕정면 명암2리,,45625
336-842,충남,아산시,탕정면 명암3리,,45626
336-842,충남,아산시,탕정면 명암4리,,45627
336-841,충남,아산시,탕정면 명암리,,45628
336-841,충남,아산시,탕정면 용두리,,45629
336-843,충남,아산시,탕정면 호산1리,,45630
336-843,충남,아산시,탕정면 호산2리,,45631
336-842,충남,아산시,탕정면 호산3리,,45632
336-842,충남,아산시,탕정면 호산4리,,45633
336-718,충남,아산시,탕정면 호산5리 홍익아파트,(101∼108동),45634
336-844,충남,아산시,탕정면 호산5리,,45635
336-843,충남,아산시,탕정면 호산리,,45636
336-840,충남,아산시,탕정면,,45637
336-700,충남,아산시,풍기동 아산아이파크아파트,(101∼113동),45638
336-600,충남,아산시,아산우체국사서함,,45639
330-080,충남,천안시 동남구,구룡동,,45640
330-746,충남,천안시 동남구,구성동 신성미소지움아파트,(101∼112동),45641
330-060,충남,천안시 동남구,구성동,,45642
330-733,충남,천안시 동남구,다가동 주공4단지아파트,(101∼121동),45643
330-110,충남,천안시 동남구,다가동,,45644
330-010,충남,천안시 동남구,대흥동 천안우체국,,45645
330-010,충남,천안시 동남구,대흥동,,45646
330-700,충남,천안시 동남구,문화동 동남구청,,45647
330-020,충남,천안시 동남구,문화동,,45648
330-721,충남,천안시 동남구,봉명동 순천향대학천안병원,,45649
330-793,충남,천안시 동남구,봉명동 청솔3차아파트,(301∼309동),45650
330-930,충남,천안시 동남구,봉명동,1∼42,45651
330-931,충남,천안시 동남구,봉명동,43∼205,45652
330-930,충남,천안시 동남구,봉명동,206∼500,45653
330-100,충남,천안시 동남구,봉명동,,45654
330-040,충남,천안시 동남구,사직동,,45655
330-719,충남,천안시 동남구,삼룡동 선문대학교천안캠퍼스,,45656
330-150,충남,천안시 동남구,삼룡동,,45657
330-725,충남,천안시 동남구,성황동 KT천안지사,,45658
330-130,충남,천안시 동남구,성황동,,45659
330-771,충남,천안시 동남구,신방동 두레현대아파트,(101∼206동),45660
330-767,충남,천안시 동남구,신방동 성지새말아파트,(101∼208동),45661
330-766,충남,천안시 동남구,신방동 신동아아파트,(101∼104동),45662
330-770,충남,천안시 동남구,신방동 초원아파트,(101∼116동),45663
330-768,충남,천안시 동남구,신방동 한라동백2차아파트,(101∼108동),45664
330-769,충남,천안시 동남구,신방동 향촌현대아파트,(301∼308동),45665
330-938,충남,천안시 동남구,신방동,1∼500,45666
